"Airline","Date_of_Journey","Source","Destination","Dep_Time","Duration","Total_Stops","Price"
"Air India","2019-09-06","Kolkata","Banglore","05:50:00",1840,"2 stops",12723
"SpiceJet","2019-09-06","Banglore","Delhi","09:30:00",170,"non-stop",4423
"Jet Airways","2019-09-06","Kolkata","Banglore","08:25:00",740,"1 stop",10844
"Jet Airways","2019-09-06","Delhi","Cochin","13:00:00",1415,"1 stop",10262
"Jet Airways","2019-09-06","Delhi","Cochin","14:35:00",1320,"2 stops",13376
"Air India","2019-09-06","Kolkata","Banglore","10:00:00",1165,"2 stops",12744
"Jet Airways","2019-09-06","Delhi","Cochin","09:25:00",1140,"2 stops",13882
"Air India","2019-09-06","Mumbai","Hyderabad","06:20:00",80,"non-stop",3100
"Jet Airways","2019-09-06","Kolkata","Banglore","06:30:00",1025,"1 stop",14571
"Vistara","2019-09-06","Kolkata","Banglore","07:10:00",790,"1 stop",9555
"Multiple carriers","2019-09-06","Delhi","Cochin","13:00:00",750,"1 stop",7198
"Jet Airways","2019-09-06","Kolkata","Banglore","08:25:00",685,"1 stop",14571
"Air India","2019-09-06","Delhi","Cochin","20:40:00",765,"1 stop",7690
"Jet Airways","2019-09-06","Banglore","Delhi","07:10:00",180,"non-stop",7229
"IndiGo","2019-09-06","Delhi","Cochin","21:50:00",345,"1 stop",6195
"SpiceJet","2019-09-06","Kolkata","Banglore","09:00:00",145,"non-stop",4174
"IndiGo","2019-09-06","Kolkata","Banglore","20:20:00",155,"non-stop",4804
"IndiGo","2019-09-06","Kolkata","Banglore","06:20:00",240,"1 stop",4226
"SpiceJet","2019-09-06","Delhi","Cochin","08:45:00",270,"1 stop",5158
"Jet Airways","2019-09-06","Delhi","Cochin","08:00:00",1225,"1 stop",10262
"Jet Airways","2019-09-06","Delhi","Cochin","14:00:00",1355,"1 stop",10262
"Jet Airways","2019-09-06","Mumbai","Hyderabad","19:35:00",90,"non-stop",3210
"IndiGo","2019-09-06","Banglore","Delhi","00:25:00",170,"non-stop",3943
"Jet Airways","2019-09-06","Delhi","Cochin","09:40:00",1615,"2 stops",10368
"Jet Airways","2019-09-06","Kolkata","Banglore","06:30:00",800,"1 stop",14571
"Jet Airways","2019-09-06","Kolkata","Banglore","17:00:00",1570,"1 stop",12692
"Air India","2019-09-06","Kolkata","Banglore","09:25:00",745,"1 stop",8366
"Air India","2019-09-06","Kolkata","Banglore","09:25:00",955,"2 stops",11668
"IndiGo","2019-09-06","Mumbai","Hyderabad","06:25:00",90,"non-stop",4049
"Jet Airways","2019-09-06","Delhi","Cochin","05:30:00",1375,"2 stops",13292
"SpiceJet","2019-09-06","Delhi","Cochin","06:05:00",315,"1 stop",5583
"Jet Airways","2019-09-06","Delhi","Cochin","11:30:00",450,"1 stop",14714
"Jet Airways","2019-09-06","Banglore","Delhi","17:45:00",180,"non-stop",8016
"Jet Airways","2019-09-06","Delhi","Cochin","09:40:00",1125,"2 stops",13014
"SpiceJet","2019-09-06","Chennai","Kolkata","08:20:00",135,"non-stop",3597
"Jet Airways","2019-09-06","Delhi","Cochin","21:25:00",910,"2 stops",13292
"Jet Airways","2019-09-06","Kolkata","Banglore","18:55:00",800,"1 stop",11841
"SpiceJet","2019-09-06","Delhi","Cochin","08:45:00",270,"1 stop",5264
"IndiGo","2019-09-06","Delhi","Cochin","16:00:00",300,"1 stop",6069
"Jet Airways","2019-09-06","Kolkata","Banglore","06:30:00",590,"1 stop",10844
"Multiple carriers","2019-09-06","Delhi","Cochin","07:05:00",545,"1 stop",9646
"Vistara","2019-09-06","Kolkata","Banglore","17:00:00",385,"1 stop",9870
"IndiGo","2019-09-06","Delhi","Cochin","11:25:00",575,"1 stop",6416
"Jet Airways","2019-09-06","Delhi","Cochin","14:00:00",865,"1 stop",10262
"Air India","2019-09-06","Delhi","Cochin","22:00:00",1275,"2 stops",10441
"Jet Airways","2019-09-06","Kolkata","Banglore","17:00:00",1005,"1 stop",14151
"Multiple carriers","2019-09-06","Delhi","Cochin","14:00:00",420,"1 stop",13587
"Multiple carriers","2019-09-06","Delhi","Cochin","08:00:00",660,"1 stop",12192
"Multiple carriers","2019-09-06","Delhi","Cochin","10:20:00",640,"1 stop",7005
"Jet Airways","2019-09-06","Delhi","Cochin","19:45:00",1395,"1 stop",14924
"IndiGo","2019-09-06","Delhi","Cochin","05:05:00",665,"1 stop",6600
"Air India","2019-09-06","Banglore","Delhi","13:20:00",170,"non-stop",6961
"SpiceJet","2019-09-06","Mumbai","Hyderabad","05:45:00",90,"non-stop",2753
"Jet Airways","2019-09-06","Delhi","Cochin","11:40:00",440,"2 stops",15812
"Jet Airways","2019-09-06","Kolkata","Banglore","20:00:00",1335,"1 stop",14571
"Jet Airways","2019-09-06","Delhi","Cochin","09:40:00",1615,"2 stops",10368
"IndiGo","2019-09-06","Mumbai","Hyderabad","12:00:00",90,"non-stop",2754
"Vistara","2019-09-06","Kolkata","Banglore","17:00:00",355,"1 stop",9187
"Air India","2019-09-06","Kolkata","Banglore","16:50:00",765,"2 stops",11642
"IndiGo","2019-09-06","Banglore","Delhi","16:55:00",170,"non-stop",4823
"Vistara","2019-09-06","Delhi","Cochin","14:40:00",190,"non-stop",6216
"Jet Airways","2019-09-06","Kolkata","Banglore","09:35:00",505,"1 stop",14676
"Jet Airways","2019-09-06","Delhi","Cochin","07:05:00",715,"1 stop",10262
"IndiGo","2019-09-06","Banglore","Delhi","08:30:00",170,"non-stop",4823
"Jet Airways","2019-09-06","Delhi","Cochin","05:30:00",425,"2 stops",13344
"GoAir","2019-09-06","Delhi","Cochin","14:25:00",310,"1 stop",9069
"GoAir","2019-09-06","Kolkata","Banglore","23:30:00",495,"1 stop",6354
"Air India","2019-09-06","Kolkata","Banglore","07:00:00",1345,"2 stops",12534
"Jet Airways","2019-09-06","Kolkata","Banglore","08:25:00",590,"1 stop",10844
"Multiple carriers","2019-09-06","Delhi","Cochin","17:00:00",510,"1 stop",7408
"IndiGo","2019-09-06","Chennai","Kolkata","07:55:00",140,"non-stop",3850
"Jet Airways","2019-09-06","Delhi","Cochin","09:35:00",1130,"2 stops",13292
"IndiGo","2019-09-06","Delhi","Cochin","06:50:00",560,"1 stop",6442
"IndiGo","2019-09-06","Banglore","Delhi","23:30:00",170,"non-stop",4591
"Jet Airways","2019-09-06","Delhi","Cochin","07:05:00",1280,"1 stop",10262
"IndiGo","2019-09-06","Chennai","Kolkata","22:05:00",140,"non-stop",5277
"Multiple carriers","2019-09-06","Delhi","Cochin","15:15:00",615,"1 stop",6795
"Vistara","2019-09-06","Kolkata","Banglore","07:10:00",1555,"1 stop",9397
"Jet Airways","2019-09-06","Delhi","Cochin","14:35:00",830,"2 stops",13376
"Air India","2019-09-06","Kolkata","Banglore","12:00:00",1390,"2 stops",10151
"Jet Airways","2019-09-06","Kolkata","Banglore","21:10:00",1150,"1 stop",10844
"IndiGo","2019-09-06","Kolkata","Banglore","09:35:00",165,"non-stop",4804
"IndiGo","2019-09-06","Mumbai","Hyderabad","16:55:00",90,"non-stop",3175
"Jet Airways","2019-09-06","Kolkata","Banglore","18:55:00",585,"1 stop",9663
"SpiceJet","2019-09-06","Kolkata","Banglore","11:35:00",435,"1 stop",8479
"Air India","2019-09-06","Mumbai","Hyderabad","15:00:00",85,"non-stop",3100
"IndiGo","2019-09-06","Delhi","Cochin","02:00:00",345,"1 stop",6386
"Jet Airways","2019-09-06","Delhi","Cochin","22:50:00",1210,"1 stop",14714
"Multiple carriers","2019-09-06","Delhi","Cochin","07:05:00",925,"1 stop",9646
"Jet Airways","2019-09-06","Delhi","Cochin","09:35:00",1620,"2 stops",13292
"Air India","2019-09-06","Kolkata","Banglore","12:00:00",1195,"2 stops",10151
"IndiGo","2019-09-06","Kolkata","Banglore","15:10:00",320,"1 stop",7095
"Jet Airways","2019-09-06","Delhi","Cochin","21:50:00",395,"1 stop",10262
"Jet Airways","2019-09-06","Kolkata","Banglore","18:55:00",800,"1 stop",14939
"IndiGo","2019-09-06","Banglore","Delhi","22:10:00",170,"non-stop",3749
"Air India","2019-09-06","Banglore","Delhi","17:00:00",165,"non-stop",7171
"SpiceJet","2019-09-06","Kolkata","Banglore","22:20:00",140,"non-stop",3841
"Air India","2019-09-06","Kolkata","Banglore","05:50:00",875,"2 stops",11201
"Jet Airways","2019-09-06","Kolkata","Banglore","17:00:00",1075,"1 stop",14151
"IndiGo","2019-09-06","Delhi","Cochin","17:10:00",500,"1 stop",6206
"Jet Airways","2019-09-06","Kolkata","Banglore","09:35:00",1730,"1 stop",14151
"Air India","2019-12-03","Kolkata","Banglore","20:45:00",155,"non-stop",4435
"Jet Airways","2019-12-03","Banglore","New Delhi","16:55:00",1050,"1 stop",13817
"Jet Airways","2019-12-03","Banglore","New Delhi","21:25:00",840,"1 stop",13817
"Jet Airways","2019-12-03","Banglore","New Delhi","22:55:00",710,"1 stop",13817
"Air India","2019-12-03","Banglore","New Delhi","17:25:00",1480,"3 stops",13387
"Jet Airways","2019-12-03","Banglore","New Delhi","21:25:00",780,"1 stop",13817
"Jet Airways","2019-12-03","Banglore","New Delhi","18:55:00",1050,"1 stop",11087
"IndiGo","2019-12-03","Kolkata","Banglore","15:10:00",155,"non-stop",4148
"SpiceJet","2019-12-03","Chennai","Kolkata","17:45:00",140,"non-stop",6300
"IndiGo","2019-12-03","Chennai","Kolkata","13:20:00",135,"non-stop",6297
"Air Asia","2019-12-03","Kolkata","Banglore","22:50:00",150,"non-stop",4082
"Jet Airways","2019-12-03","Banglore","New Delhi","16:55:00",885,"1 stop",13817
"Jet Airways","2019-12-03","Banglore","New Delhi","20:35:00",1585,"1 stop",11087
"Jet Airways","2019-12-03","Banglore","New Delhi","09:45:00",375,"1 stop",12295
"Air India","2019-12-03","Mumbai","Hyderabad","09:40:00",1775,"3 stops",18293
"Vistara","2019-12-03","Mumbai","Hyderabad","08:45:00",850,"1 stop",12080
"Air India","2019-12-03","Mumbai","Hyderabad","21:05:00",80,"non-stop",4307
"Jet Airways","2019-12-03","Banglore","New Delhi","16:55:00",1070,"1 stop",13817
"Air India","2019-12-03","Banglore","New Delhi","08:50:00",1525,"2 stops",12778
"Jet Airways","2019-12-03","Mumbai","Hyderabad","03:00:00",815,"1 stop",22294
"IndiGo","2019-12-03","Kolkata","Banglore","14:20:00",155,"non-stop",4148
"Air India","2019-12-03","Banglore","New Delhi","00:30:00",495,"1 stop",13492
"Jet Airways","2019-12-03","Banglore","New Delhi","09:45:00",885,"1 stop",11507
"Jet Airways","2019-12-03","Banglore","New Delhi","22:55:00",1170,"1 stop",11087
"Jet Airways","2019-12-03","Banglore","New Delhi","20:35:00",850,"1 stop",11087
"Air India","2019-12-03","Mumbai","Hyderabad","19:40:00",810,"2 stops",11647
"Air India","2019-12-03","Banglore","New Delhi","06:45:00",1600,"2 stops",12515
"Jet Airways","2019-12-03","Banglore","New Delhi","18:55:00",1410,"1 stop",11087
"Air India","2019-12-03","Banglore","New Delhi","06:50:00",965,"2 stops",11474
"Jet Airways","2019-12-03","Banglore","New Delhi","22:55:00",980,"1 stop",11087
"Air India","2019-12-03","Banglore","New Delhi","11:50:00",480,"1 stop",11707
"Air India","2019-12-03","Banglore","New Delhi","08:50:00",865,"1 stop",12127
"Air India","2019-12-03","Mumbai","Hyderabad","21:10:00",255,"2 stops",16172
"Air India","2019-12-03","Mumbai","Hyderabad","09:15:00",1440,"1 stop",8065
"Jet Airways","2019-12-03","Banglore","New Delhi","22:55:00",860,"1 stop",11087
"Air India","2019-12-03","Chennai","Kolkata","11:40:00",135,"non-stop",7082
"Air India","2019-12-03","Banglore","New Delhi","11:50:00",1265,"1 stop",11707
"IndiGo","2019-12-03","Chennai","Kolkata","22:05:00",145,"non-stop",6297
"Jet Airways","2019-12-03","Banglore","New Delhi","22:55:00",690,"1 stop",13817
"Air India","2019-12-03","Mumbai","Hyderabad","05:05:00",710,"2 stops",16172
"Air India","2019-12-03","Mumbai","Hyderabad","21:00:00",1345,"1 stop",10943
"Air India","2019-12-03","Mumbai","Hyderabad","16:50:00",1175,"3 stops",14260
"Jet Airways","2019-12-03","Banglore","New Delhi","05:45:00",1590,"1 stop",12547
"Jet Airways","2019-12-03","Banglore","New Delhi","20:35:00",1425,"1 stop",11087
"Jet Airways","2019-12-03","Mumbai","Hyderabad","09:50:00",405,"1 stop",20120
"Air India","2019-12-03","Banglore","New Delhi","08:50:00",1525,"2 stops",12778
"IndiGo","2019-12-03","Chennai","Kolkata","11:35:00",145,"non-stop",6297
"Jet Airways","2019-12-03","Mumbai","Hyderabad","19:40:00",90,"non-stop",5678
"Air India","2019-12-03","Banglore","New Delhi","06:45:00",2120,"3 stops",13387
"Jet Airways","2019-12-03","Banglore","New Delhi","18:55:00",875,"1 stop",13817
"Jet Airways","2019-12-03","Banglore","New Delhi","08:55:00",845,"1 stop",13817
"Jet Airways","2019-12-03","Banglore","New Delhi","20:35:00",775,"1 stop",11087
"Jet Airways","2019-12-03","Banglore","New Delhi","18:55:00",1100,"1 stop",11087
"Jet Airways","2019-12-03","Banglore","New Delhi","20:35:00",1310,"1 stop",11087
"Jet Airways","2019-12-03","Banglore","New Delhi","22:55:00",635,"1 stop",13817
"Jet Airways","2019-12-03","Banglore","New Delhi","22:55:00",750,"1 stop",13817
"IndiGo","2019-12-03","Mumbai","Hyderabad","06:20:00",85,"non-stop",4049
"Jet Airways","2019-12-03","Banglore","New Delhi","22:55:00",810,"1 stop",13817
"Jet Airways","2019-12-03","Banglore","New Delhi","22:55:00",750,"1 stop",11087
"Air India","2019-12-03","Banglore","New Delhi","06:45:00",830,"1 stop",12127
"Jet Airways","2019-12-03","Banglore","New Delhi","16:55:00",365,"1 stop",13817
"SpiceJet","2019-12-03","Chennai","Kolkata","09:30:00",155,"non-stop",6300
"Air India","2019-12-03","Mumbai","Hyderabad","05:30:00",560,"2 stops",11342
"Air India","2019-12-03","Banglore","New Delhi","11:05:00",665,"2 stops",11948
"Jet Airways","2019-12-03","Banglore","New Delhi","05:45:00",875,"1 stop",13817
"Vistara","2019-12-03","Mumbai","Hyderabad","19:45:00",1450,"1 stop",12080
"Jet Airways","2019-12-03","Banglore","New Delhi","18:55:00",765,"1 stop",13817
"Air India","2019-12-03","Banglore","New Delhi","17:25:00",1010,"2 stops",12778
"Jet Airways","2019-12-03","Banglore","New Delhi","18:55:00",1275,"1 stop",11087
"Jet Airways","2019-12-03","Banglore","New Delhi","20:35:00",950,"1 stop",11087
"Air India","2019-12-03","Banglore","New Delhi","08:50:00",1890,"2 stops",12778
"Air India","2019-12-03","Banglore","New Delhi","06:45:00",990,"1 stop",11602
"Jet Airways","2019-12-03","Banglore","New Delhi","18:55:00",950,"1 stop",13817
"Vistara","2019-12-03","Mumbai","Hyderabad","07:30:00",1555,"1 stop",12080
"Jet Airways","2019-12-03","Banglore","New Delhi","18:55:00",930,"1 stop",11087
"Jet Airways","2019-12-03","Banglore","New Delhi","21:25:00",900,"1 stop",13817
"Air India","2019-12-03","Mumbai","Hyderabad","19:40:00",810,"1 stop",10208
"Jet Airways","2019-12-03","Banglore","New Delhi","18:55:00",800,"1 stop",13817
"Air India","2019-12-03","Mumbai","Hyderabad","05:55:00",880,"1 stop",6901
"Jet Airways","2019-12-03","Banglore","New Delhi","22:55:00",525,"1 stop",11087
"Jet Airways","2019-12-03","Banglore","New Delhi","08:55:00",1530,"1 stop",11087
"Air India","2019-12-03","Banglore","New Delhi","06:50:00",1710,"2 stops",12734
"Air India","2019-12-03","Banglore","New Delhi","08:50:00",1475,"2 stops",12725
"Jet Airways","2019-12-03","Banglore","New Delhi","18:55:00",1100,"1 stop",13817
"Jet Airways","2019-12-03","Banglore","New Delhi","18:55:00",930,"1 stop",13817
"Jet Airways","2019-12-03","Banglore","New Delhi","20:35:00",1175,"1 stop",11087
"IndiGo","2019-12-03","Chennai","Kolkata","07:55:00",140,"non-stop",6297
"Jet Airways","2019-12-03","Banglore","New Delhi","18:55:00",1525,"1 stop",11087
"SpiceJet","2019-12-03","Kolkata","Banglore","09:00:00",150,"non-stop",6982
"Jet Airways","2019-12-03","Banglore","New Delhi","05:50:00",550,"1 stop",11297
"Jet Airways","2019-12-03","Mumbai","Hyderabad","06:30:00",605,"2 stops",23528
"Jet Airways","2019-12-03","Banglore","New Delhi","08:55:00",745,"1 stop",13817
"Jet Airways","2019-12-03","Banglore","New Delhi","16:55:00",995,"1 stop",13817
"Air Asia","2019-12-03","Kolkata","Banglore","19:35:00",150,"non-stop",4384
"Jet Airways","2019-12-03","Banglore","New Delhi","22:55:00",810,"1 stop",11087
"Jet Airways","2019-12-03","Banglore","New Delhi","05:45:00",390,"1 stop",17524
"Air India","2019-12-03","Mumbai","Hyderabad","10:05:00",545,"2 stops",9736
"Jet Airways","2019-12-03","Banglore","New Delhi","05:45:00",1035,"1 stop",13817
"Jet Airways","2019-12-03","Banglore","New Delhi","21:25:00",1070,"1 stop",13817
"IndiGo","2019-12-03","Kolkata","Banglore","05:30:00",170,"non-stop",4148
"IndiGo","2019-12-03","Kolkata","Banglore","21:25:00",160,"non-stop",4148
"Jet Airways","2019-12-03","Banglore","New Delhi","20:35:00",1485,"1 stop",11087
"Jet Airways","2019-12-03","Banglore","New Delhi","21:25:00",615,"1 stop",11717
"Air India","2019-12-03","Banglore","New Delhi","17:25:00",1800,"2 stops",12725
"Jet Airways","2019-12-03","Banglore","New Delhi","18:55:00",990,"1 stop",11087
"Jet Airways","2019-12-03","Banglore","New Delhi","16:55:00",365,"1 stop",11087
"Jet Airways","2019-12-03","Banglore","New Delhi","22:55:00",1285,"1 stop",11087
"Jet Airways","2019-12-03","Banglore","New Delhi","22:55:00",525,"1 stop",13817
"Jet Airways","2019-12-03","Banglore","New Delhi","22:55:00",980,"1 stop",13817
"Air India","2019-12-03","Mumbai","Hyderabad","01:35:00",795,"2 stops",9977
"Jet Airways","2019-12-03","Banglore","New Delhi","21:25:00",800,"1 stop",13817
"Jet Airways","2019-12-03","Banglore","New Delhi","05:45:00",935,"1 stop",13817
"Air India","2019-12-03","Banglore","New Delhi","07:30:00",1655,"2 stops",11602
"Air India","2019-12-03","Banglore","New Delhi","17:25:00",1375,"2 stops",12778
"Air India","2019-12-03","Banglore","New Delhi","08:50:00",1745,"2 stops",13303
"Jet Airways","2019-12-03","Banglore","New Delhi","16:55:00",920,"1 stop",13817
"Jet Airways","2019-12-03","Banglore","New Delhi","22:55:00",710,"1 stop",11087
"Jet Airways","2019-12-03","Banglore","New Delhi","21:25:00",725,"1 stop",13817
"Jet Airways","2019-12-03","Banglore","New Delhi","08:00:00",800,"1 stop",13817
"Jet Airways","2019-12-03","Mumbai","Hyderabad","08:15:00",500,"2 stops",23843
"Jet Airways","2019-12-03","Banglore","New Delhi","18:55:00",950,"1 stop",11087
"Jet Airways","2019-12-03","Banglore","New Delhi","22:55:00",1035,"1 stop",13817
"Jet Airways","2019-12-03","Banglore","New Delhi","07:00:00",960,"1 stop",13817
"Air India","2019-12-03","Banglore","New Delhi","08:50:00",875,"2 stops",13250
"Jet Airways","2019-12-03","Banglore","New Delhi","05:45:00",340,"1 stop",13817
"Vistara","2019-12-03","Mumbai","Hyderabad","07:30:00",745,"1 stop",12080
"Air India","2019-12-03","Mumbai","Hyderabad","06:00:00",1795,"2 stops",12854
"Air India","2019-12-03","Mumbai","Hyderabad","06:00:00",2245,"2 stops",12119
"Vistara","2019-12-03","Mumbai","Hyderabad","08:45:00",480,"1 stop",12080
"SpiceJet","2019-12-03","Chennai","Kolkata","08:20:00",135,"non-stop",6300
"Jet Airways","2019-12-03","Banglore","New Delhi","05:50:00",390,"1 stop",11297
"IndiGo","2019-12-03","Kolkata","Banglore","20:25:00",160,"non-stop",4148
"Air India","2019-12-03","Mumbai","Hyderabad","05:55:00",795,"1 stop",8528
"Air India","2019-12-03","Mumbai","Hyderabad","19:30:00",75,"non-stop",4307
"Jet Airways","2019-12-03","Banglore","New Delhi","09:45:00",280,"1 stop",12295
"Jet Airways","2019-12-03","Banglore","New Delhi","07:00:00",860,"1 stop",13817
"Jet Airways","2019-12-03","Banglore","New Delhi","21:25:00",650,"1 stop",12547
"Jet Airways","2019-12-03","Banglore","New Delhi","18:55:00",875,"1 stop",11087
"Jet Airways","2019-12-03","Banglore","New Delhi","18:55:00",1455,"1 stop",11087
"Jet Airways","2019-12-03","Banglore","New Delhi","20:35:00",1355,"1 stop",11087
"Air India","2019-12-03","Kolkata","Banglore","14:15:00",150,"non-stop",5747
"Jet Airways","2019-12-03","Banglore","New Delhi","20:35:00",1120,"1 stop",11087
"SpiceJet","2019-12-04","Banglore","Delhi","09:30:00",170,"non-stop",4885
"IndiGo","2019-12-04","Kolkata","Banglore","20:20:00",155,"non-stop",4488
"Jet Airways","2019-12-04","Banglore","Delhi","11:10:00",175,"non-stop",5198
"SpiceJet","2019-12-04","Banglore","Delhi","05:55:00",160,"non-stop",4319
"Vistara","2019-12-04","Banglore","Delhi","21:00:00",170,"non-stop",5613
"SpiceJet","2019-12-04","Banglore","Delhi","21:10:00",175,"non-stop",5621
"Air India","2019-12-04","Banglore","Delhi","21:05:00",170,"non-stop",5911
"Vistara","2019-12-04","Banglore","Delhi","07:00:00",160,"non-stop",5403
"Jet Airways","2019-12-04","Banglore","Delhi","18:55:00",185,"non-stop",7229
"Vistara","2019-12-04","Banglore","Delhi","09:45:00",170,"non-stop",5403
"Vistara","2019-12-04","Banglore","Delhi","11:30:00",170,"non-stop",5403
